,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
3311,460,810;810;810,3,0.754729609233566;0.7255264268627604;0.7228850978016022,0.0016435795862523184;0.0015813897396286661;0.0015765141385718664,0.002880741511606891;0.002814536866337886;0.0028140312344319077,0.00850984542125361;0.0;0.0,0.00124;0.0008510808727083396;0.0005612065941774816,10.0
3312,460,820;820;820,3,0.7177083348858506;0.7122654450462655;0.71146773519118,0.001553609710323968;0.0015431014061720746;0.0015422924136598054,0.0027742155704877695;0.0027612070238625785;0.0027628804945566514,0.00830002757769195;0.0;0.0,0.00097;0.0008208208208208208;0.0005910757578793404,10.0
3313,460,830;830;830,3,0.6748349724156031;0.6690104427235516;0.664617449286325,0.0014717261954058862;0.0014597707776801052;0.0014510372891307494,0.002671072933147328;0.0026576203744215873;0.0026507698883128576,0.00798007922442018;0.0;0.0,0.00061;0.0005203330131284022;0.000570661967882744,10.0
3314,460,840;840;840,3,0.6319877266689709;0.6493685349401288;0.641194443797034,0.0013802976413179189;0.0014191556928079938;0.0014020912741473102,0.0025690679856756327;0.002609964705537338;0.002591511132357827,0.007771043589322593;0.0;0.0,0.00047;0.0006503121498319193;0.0005506277155957792,10.0
3315,460,850;850;850,3,0.6214346409675187;0.6302780157258755;0.6389325687159746,0.0013525857658797308;0.001372290251587041;0.001391889060561766,0.0025263817209446337;0.0025540629592165983;0.00257071388864697,0.0076515845244082845;0.0;0.0,0.00055;0.00035020311780832884;0.000530493358823706,10.0
3316,460,860;860;860,3,0.5969768658718629;0.6034191259029512;0.5854997755186098,0.001306772143212771;0.0013214493535448869;0.001282992751149609,0.002466954882141717;0.002489322438630458;0.0024367760089269324,0.007393432529883038;0.0;0.0,0.00055;0.0004202395365358254;0.0005905965024674922,10.0
3317,460,870;870;870,3,0.5880057599370948;0.5874031862613844;0.5900472736198765,0.0012768070090863643;0.0012758521225465678;0.001281998645271845,0.0024209517930283172;0.0024241398891029016;0.0024294594607978262,0.007274576208016955;0.0;0.0,0.0005;0.00026013266766050685;0.0003102388839406343,10.0
3318,460,880;880;880,3,0.5744319645957675;0.566857735633565;0.5526982266104481,0.001255415425057626;0.0012393262167126778;0.001208739415565078,0.00239365504181032;0.0023780912529914864;0.002339479386755028,0.007111509033192716;0.0;0.0,0.00061;0.0003402109307770818;0.00031030099196220336,10.0
3319,460,890;890;890,3,0.5485728234382223;0.5418391075062571;0.5483565937862822,0.001192604748220334;0.001178274567246714;0.0011927997329607195,0.0023173224385819604;0.002299133498726659;0.0023157392978294857,0.0069321751038481025;0.0;0.0,0.00029;0.00024007202160648193;0.0003201793004082286,10.0
3320,460,900;900;900,3,0.5249348290805238;0.5240324798095056;0.5224943201683351,0.0011406313798180466;0.001138928465999732;0.0011358874926440524,0.0022449413741778656;0.0022489624037331595;0.0022431640113880365,0.0067373800109423706;0.0;0.0,0.00022;0.0002700648155557334;0.0002501300676351703,10.0
3321,460,910;910;910,3,0.5187666311592992;0.5140208401059244;0.5109225333138712,0.0011304481899579166;0.0011205562473531156;0.001113961322787675,0.0022321500657610247;0.002218503319303874;0.0022085669262886,0.006659597601860554;0.0;0.0,0.00045;0.0004001960960870827;0.0001301158030647276,10.0
3322,460,920;920;920,3,0.498106814935218;0.508116937277927;0.4890094371069854,0.0010798489030943593;0.0011017646840512246;0.0010604748858131497,0.002169838552448957;0.0021937885922527728;0.0021499968661624035,0.006513775346819933;0.0;0.0,0.00015;0.0001800288046087374;0.00013004421503311125,10.0
3323,460,930;930;930,3,0.48263056045467406;0.48531661915504337;0.4798468157302252,0.0010518417459629483;0.0010578740538096257;0.001046203334013096,0.0021255789474895416;0.002135850435138923;0.0021197918764818244,0.0063815261730070984;0.0;0.0,0.00039;0.00014005602240896358;0.00018009725251635884,10.0
3324,460,940;940;940,3,0.4698129566098797;0.47021782049744604;0.47576119186532745,0.0010203279605273089;0.0010213500913072665;0.0010337044358682736,0.0020853358886568202;0.0020795216872844737;0.0021002700905375558,0.006264962974641094;0.0;0.0,0.00022;0.0001800468121711645;0.00028012325423186203,10.0
