,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
7406,920,360;360;360,3,9.360841636480346;4.594777525699537;3.7282337645993233,0.025841683300236742;0.013805456203731772;0.011735844944040761,0.02860247879152441;0.016567376767890232;0.014513163633476526,0.060787910314763806;0.0;0.0,0.60571;0.08102897153584657;0.045440742069955554,10.0
7407,920,370;370;370,3,9.326286647025249;4.506254145703769;3.5952424900974838,0.025466337799230514;0.013375360499298503;0.011129903513242037,0.028197175256479568;0.01608538271699096;0.013854482139853175,0.05918925947505681;0.0;0.0,0.60159;0.07983931709766508;0.04109476901247033,10.0
7408,920,380;380;380,3,9.29949316893599;4.487820546617767;3.6040021939094014,0.0244787338555567;0.012842741145848689;0.01079144485967228,0.027111214430602427;0.015456270471133354;0.013414293787366548,0.057069522110293404;0.0;0.0,0.5898;0.08000682776951401;0.04403849722936607,10.0
7409,920,390;390;390,3,9.269962771517232;4.60978685812188;3.805897381672839,0.023671537100707095;0.01286508281921079;0.0111668538400677,0.026225413441305714;0.015436099877915676;0.013765310687633552,0.05657755237871047;0.0;0.0,0.57664;0.08484347312463084;0.048726953467954345,10.0
7410,920,400;400;400,3,9.231365448323235;4.598571822484744;3.6980579812476515,0.02302018017242991;0.012514478696839604;0.010572505502912291,0.02551413253046081;0.015008198132498094;0.013091169452902427,0.05469341066783923;0.0;0.0,0.56485;0.08350956233909526;0.04803953540877506,10.0
7411,920,410;410;410,3,9.183851157645808;4.729698773117466;3.7355546687870724,0.02212503074573759;0.012538551334671535;0.010402573015210952,0.024534275537572387;0.014980244753941697;0.012869694732907406,0.0535021623741185;0.0;0.0,0.55143;0.09108950631048476;0.04791814902961455,10.0
7412,920,420;420;420,3,9.169448361016032;4.410785497110005;3.7725285493738117,0.021955525301693535;0.011403804251223641;0.010250989874104501,0.024350137966455385;0.013762432524229864;0.01263584143079826,0.05174803465714277;0.0;0.0,0.54511;0.07370434706128103;0.048454489340487156,10.0
7413,920,430;430;430,3,9.126901233152108;4.572152004980815;3.576003032395242,0.021283308281891195;0.011595479840281258;0.009469735490808923,0.02361490220407806;0.013922501847655346;0.01178285732641558,0.050260129386874235;0.0;0.0,0.53242;0.08039018546644705;0.04217554144276177,10.0
7414,920,440;440;440,3,9.07685055910888;4.601757501944241;3.549460786856981,0.020564284321770387;0.011400654486959393;0.009186540524091246,0.0228299250078023;0.013667615215100053;0.011453155562953085,0.04891123969312448;0.0;0.0,0.51854;0.08540562999896126;0.04268611281492083,10.0
7415,920,450;450;450,3,9.032760760149955;4.582611791612164;3.6144294603082843,0.0200813038661771;0.011115942393233264;0.009147641526566686,0.022304243475066984;0.013339964214300348;0.011368297340884686,0.04798465399670555;0.0;0.0,0.51034;0.08336227147380247;0.04149950967281804,10.0
7416,920,460;460;460,3,8.992847108665828;4.688519430283595;3.5605291644951613,0.019489799603159837;0.011141653713789001;0.008827053553334616,0.021656688958238496;0.013319711859378372;0.011000802743192307,0.046895097070272736;0.0;0.0,0.49936;0.08786686112720517;0.04140559961442405,10.0
7417,920,470;470;470,3,8.946782518074771;4.613841246333563;3.6601022807304737,0.018921687569836986;0.010658502265435877;0.008836878135901172,0.021036193130794297;0.012777075549781565;0.0109718147363047,0.04570415909960378;0.0;0.0,0.48717;0.08433452956779529;0.043158724410455235,10.0
7418,920,480;480;480,3,8.92560779111647;4.573429219600947;3.443239457984289,0.018752621950040075;0.010447001983569989;0.008182557832426754,0.020853155130183362;0.012541783349188864;0.010258755324785917,0.04449124123598093;0.0;0.0,0.48219;0.0801622561328955;0.03856251706538405,10.0
7419,920,490;490;490,3,8.876636067449406;4.652358918638203;3.6326585307891617,0.018073237783079364;0.010366658901295973;0.008452143469593732,0.020108965716182692;0.01241477746845719;0.010500397195721635,0.04391449651884837;0.0;0.0,0.46546;0.08614785846602922;0.042309188834961396,10.0
7420,920,500;500;500,3,8.814237276201958;4.5918144574665405;3.7028636994806323,0.01759092905017952;0.009990081595565938;0.008428383224939214,0.019585430765671014;0.011987458540705266;0.010440110566965546,0.04287432762813109;0.0;0.0,0.45526;0.08265707046597878;0.04405259892320317,10.0
7421,920,510;510;510,3,8.752169336376335;4.6053803286594395;3.679223276339899,0.017125914057489325;0.009848778430586787;0.00823555570996141,0.01908157178205134;0.011811634795535035;0.010199477018163094,0.041960411498317106;0.0;0.0,0.44469;0.08490634005763689;0.04454724409448819,10.0
7422,920,520;520;520,3,8.725990180005791;4.546124438134472;3.510329777031753,0.016921102403881318;0.009597402715374822;0.007710280842490927,0.018858425479094904;0.011528194405929261;0.009625772804450166,0.04082982694312473;0.0;0.0,0.44018;0.08134569687874077;0.03888046057494068,10.0
7423,920,530;530;530,3,8.654970535707992;4.720500358016786;3.5069498387452898,0.01628850538303615;0.009773034661396968;0.007570390886244244,0.01816862299382783;0.011675093085351718;0.00944529343857407,0.04012688700289959;0.0;0.0,0.42075;0.09085885968850364;0.04082136615758681,10.0
7424,920,540;540;540,3,8.581419213516025;4.632806319116135;3.683376137238506,0.01581241121798831;0.009325271312537622;0.007740719375170087,0.01765257444781707;0.011173027898146936;0.00958942486079635,0.039179146989871676;0.0;0.0,0.41079;0.08448337322401589;0.04207461800919745,10.0
7425,920,550;550;550,3,8.563733793414007;4.425077927984721;3.55198738068223,0.015661531440343653;0.008784520405834344;0.007351139920616799,0.017488140732200858;0.010591013946467567;0.00916397339525579,0.03798143727013461;0.0;0.0,0.40557;0.07862502944442575;0.040745137430371656,10.0
7426,920,560;560;560,3,8.522786750450043;4.486925974241496;3.6232308628197667,0.015322917857922955;0.008764386345143324;0.007397831633925305,0.017119112475274444;0.010543519665611942;0.009186540247334467,0.0376146782217787;0.0;0.0,0.3952;0.07947479825373727;0.043259557344064385,10.0
7427,920,570;570;570,3,8.393800512699922;4.661689558647394;3.5610833889894034,0.014673594982921383;0.008929772380804614;0.0071313234135386054,0.01641869819238078;0.010685149699873638;0.008880270638760979,0.03677522863124475;0.0;0.0,0.38288;0.08727290407273552;0.043420351624933406,10.0
7428,920,580;580;580,3,8.381050403283725;4.418859045775229;3.588830540500632,0.014583603157451478;0.008342582442167843;0.007067151666645841,0.016319593286410087;0.010059652670299898;0.008790971457754206,0.03588154183242535;0.0;0.0,0.37713;0.07824844241762477;0.041184668989547035,10.0
7429,920,590;590;590,3,8.29015245415105;4.501671155786697;3.7027633192415075,0.014109252850909327;0.008321433776664198;0.00718157009452356,0.01580729728581856;0.010008516183344548;0.008888395477164808,0.03545819634953995;0.0;0.0,0.36446;0.07919046944588704;0.04685069652166481,10.0
7430,920,600;600;600,3,8.21018891829014;4.473426479641079;3.632236516122538,0.013755113717161071;0.008156938219338744;0.006908702817382449,0.015425754136697275;0.009820680408749314;0.008580700913663909,0.03453776154207995;0.0;0.0,0.35242;0.08113117210063786;0.04116935077161012,10.0
7431,920,610;610;610,3,8.123787110484113;4.5956447813404235;3.6226601798991758,0.013331925620735333;0.008249628752411885;0.006814552005113116,0.014967481053635047;0.009895048831400476;0.008459952401455716,0.03407397863964219;0.0;0.0,0.34047;0.08566619150162263;0.045630971337579616,10.0
7432,920,620;620;620,3,8.052098735600831;4.632905341878471;3.577650036150641,0.013003710563284757;0.008147378017207085;0.006550599794570572,0.014613230743217178;0.009764758403760307;0.008159500964084899,0.03320876634491468;0.0;0.0,0.32674;0.08158657060090618;0.03947006583736392,10.0
7433,920,630;630;630,3,7.971778660309263;4.6329935995785405;3.5790317667032374,0.012701789386406662;0.008065878416936671;0.00650384673449606,0.014287183741236772;0.009664381524758436;0.00809165563328695,0.032732328162157764;0.0;0.0,0.3169;0.0846864522174556;0.041929291313389856,10.0
7434,920,640;640;640,3,7.851860628162159;4.57703627567404;3.595694982627857,0.012295682661792765;0.007789935012518707;0.006383478100871409,0.013852572089245167;0.009352595627844733;0.007944161563545769,0.03179281606034726;0.0;0.0,0.3052;0.07981517999798483;0.04126969227640369,10.0
7435,920,650;650;650,3,7.723641561266619;4.586683321155132;3.6697054072296105,0.011874994638524;0.0076757001196129555;0.006416013545505342,0.013401245395193918;0.009210815861301508;0.00795920593584475,0.031219655162382228;0.0;0.0,0.29332;0.08119506913681589;0.04277572396796057,10.0
7436,920,660;660;660,3,7.767729657379434;4.368778184439092;3.616714081349206,0.01193734600260927;0.007245572177047148;0.006252276820410962,0.013464159926987528;0.008748737773938633;0.0077692339643363195,0.030568333633952595;0.0;0.0,0.29507;0.07332368547998071;0.04058916295377643,10.0
7437,920,670;670;670,3,7.542256099064881;4.560985669329199;3.6545869627631613,0.011230326683901884;0.007387710519637728;0.006194646403972209,0.012706270471689053;0.00887847224024585;0.0076903269528138555,0.029914072970997144;0.0;0.0,0.26766;0.08067027204195346;0.044374786445411735,10.0
7438,920,680;680;680,3,7.4439748399513;4.545476288615936;3.4838870153935115,0.011046844683210395;0.007334069454952416;0.005859368183753225,0.012514183059128235;0.008808113336029363;0.007325909350630266,0.029265726516115184;0.0;0.0,0.26455;0.0801533984279381;0.04051396548919874,10.0
7439,920,690;690;690,3,7.423222822157209;4.411469896532319;3.6163270719655745,0.010886300018705664;0.006994877784824813;0.006000048473178698,0.01233674915845188;0.00844305764341861;0.007454402753722102,0.028820457015341253;0.0;0.0,0.25949;0.07501350621285792;0.04427311488814906,10.0
7440,920,700;700;700,3,7.290343417822314;4.534645250925197;3.701134356966425,0.010523740888035633;0.0070919397581188;0.0060614167269831916,0.011950324507771993;0.008527882518198424;0.007505819033558823,0.028577464476761405;0.0;0.0,0.24462;0.07692613237650112;0.044999426210695435,10.0
7441,920,710;710;710,3,7.220511621000859;4.519220682098797;3.6101431622558833,0.010311122908835199;0.006984901425068977;0.005846536225937307,0.011721376347100597;0.008400109512294557;0.007264220335010688,0.027931003428070166;0.0;0.0,0.23559;0.07599110297003794;0.045515698242533244,10.0
7442,920,720;720;720,3,7.074589265114382;4.377170130556173;3.5662638930691126,0.009990665032064064;0.00664525852709758;0.005647677822152279,0.011381608582322952;0.008026736271042459;0.007035639612212531,0.026958209178637796;0.0;0.0,0.2308;0.0696528409829671;0.04129979035639413,10.0
7443,920,730;730;730,3,7.031544702584478;4.485777641903215;3.5424155440557437,0.009785675023829432;0.00674715622473036;0.005553472670139993,0.011155643899963822;0.00812206929427579;0.006923641941980654,0.026731787162683714;0.0;0.0,0.2203;0.07470210227928632;0.04044143132443261,10.0
7444,920,740;740;740,3,6.787864899716221;4.425761191678198;3.5863310330125295,0.009309703325241992;0.006538815874888035;0.005525622834932724,0.010654492350399327;0.007886288507072469;0.0068774536453375746,0.025917948449094272;0.0;0.0,0.20386;0.07160534150722962;0.041041948579161026,10.0
7445,920,750;750;750,3,6.737194735647945;4.308777606264694;3.5507129018120107,0.00917573948098133;0.006305534834427825;0.00541389354750792,0.010508683807190966;0.0076360962325454605;0.006748136913726883,0.0253802202686491;0.0;0.0,0.1989;0.0692393163460218;0.04018617627727925,10.0
7446,920,760;760;760,3,6.681662635031134;4.259514831483603;3.493654137118349,0.00904807997128457;0.006180410276795208;0.005284768318399676,0.010371184991062116;0.007494310865900201;0.006601730397557929,0.02493591937711519;0.0;0.0,0.19806;0.06671904423410278;0.04062704638699934,10.0
7447,920,770;770;770,3,6.491183079043683;4.257782298268839;3.4412944933275673,0.008687673216959742;0.006107880076681266;0.005139297309417687,0.009991063915025111;0.00740669986723028;0.006437737742714841,0.024299080868047787;0.0;0.0,0.18525;0.06697924465773937;0.03937639784238916,10.0
7448,920,780;780;780,3,6.416049810801342;4.255120587599507;3.3393745073173404,0.008528412684175809;0.006068454060853576;0.004941440877717844,0.009820161442568549;0.007360086649377569;0.00622064845870981,0.02384454468701367;0.0;0.0,0.17881;0.06786184050275247;0.036117027532046674,10.0
7449,920,790;790;790,3,6.376653411333015;4.220158393521444;3.504628915890472,0.008334417938377331;0.005882701532200127;0.005086109657199506,0.009603732824650955;0.007145365770127406;0.00635056388965637,0.023522273585698517;0.0;0.0,0.17497;0.062282562579550275;0.03944255555699197,10.0
7450,920,800;800;800,3,6.091164652769109;4.198387782887434;3.462190839089835,0.007861929780908876;0.0057858629050048975;0.004956926965453188,0.009108917236555767;0.007033890573474616;0.006205427229292303,0.022744208149975822;0.0;0.0,0.15832;0.06339191292672204;0.03732791981221849,10.0
7451,920,810;810;810,3,6.0307210368979;4.1883223781169185;3.4438375989920713,0.007717617072987483;0.005718074277515504;0.0048891198074344795,0.008949625313380246;0.006952927374152406;0.00612367452819026,0.02240962872050824;0.0;0.0,0.15564;0.06255182052922086;0.03832303551798643,10.0
7452,920,820;820;820,3,5.841196395447437;4.135204506512926;3.402971485364505,0.007440321211793051;0.00561615835842771;0.004800908481178068,0.008659272197902987;0.006840206407845556;0.006021323206076587,0.02189318584210577;0.0;0.0,0.14766;0.06203578762100323;0.03730484387510008,10.0
7453,920,830;830;830,3,5.604368227525587;4.059351488743013;3.3789224863038805,0.007067530440256111;0.005431497417189965;0.004696709824657618,0.008267834394052185;0.006634851446136489;0.005900973606247216,0.021158828042786175;0.0;0.0,0.13024;0.057424740703263345;0.03736732951079663,10.0
7454,920,840;840;840,3,5.638444602183748;3.961951952067654;3.350333991876773,0.007065829029325717;0.005250466746990629;0.004614754146592436,0.00826097964477286;0.006437991161491082;0.005803926249942307,0.020840137987181203;0.0;0.0,0.13011;0.05433183114135933;0.03777599455305904,10.0
7455,920,850;850;850,3,5.488161402374418;4.016442562245437;3.3241513029463508,0.006806174334626356;0.005282165494177068;0.004534243022953282,0.007983099865235984;0.006459460890437681;0.005708410587828496,0.020480812678520786;0.0;0.0,0.1234;0.05694043558121228;0.035800273432301306,10.0
7456,920,860;860;860,3,5.348608946036826;3.943810670382814;3.203152815978861,0.006622508295364317;0.005153232177466185;0.004323411107585245,0.0077900778994018875;0.006317395470141154;0.0054776264096973015,0.01987111289180678;0.0;0.0,0.11978;0.05242347808303224;0.03191884794781712,10.0
7457,920,870;870;870,3,5.113702265182205;3.957751198955275;3.2470176448338637,0.00624525163149502;0.005114444051395338;0.004338591781676092,0.0073903521336247;0.006269764911583038;0.005485308890893562,0.019414073232271106;0.0;0.0,0.10616;0.054903496503496504;0.03273777809351283,10.0
7458,920,880;880;880,3,4.998886154314046;3.8681736112666454;3.224139395130539,0.006062814064444378;0.004949596870558253;0.004265208964812026,0.007195684911952491;0.00609182613568665;0.005400188362884808,0.01894667455919401;0.0;0.0,0.10339;0.05207973140288452;0.03269119879496805,10.0
7459,920,890;890;890,3,5.009701064485277;3.856119314616486;3.2259122608592476,0.006033705208355381;0.004896755254584762;0.004242692024890606,0.007157664835447407;0.006025085086520559;0.00536909754238501,0.018813196031530737;0.0;0.0,0.10146;0.0515320489276214;0.0344770935035674,10.0
7460,920,900;900;900,3,4.868969144632947;3.6634440405505293;3.0928517342565485,0.0058788090658582134;0.0046353566406546285;0.004028943659996393,0.006996854455739256;0.005750025338476018;0.005136036064500524,0.018119244224537236;0.0;0.0,0.09972;0.04570901739497479;0.028625309942609686,10.0
7461,920,910;910;910,3,4.649188477520352;3.6531753994535934;3.2030260995167787,0.005540233545289135;0.004559311334634569;0.004126459022245268,0.006632029024656339;0.005657759495142932;0.005229042236391633,0.01774170997686876;0.0;0.0,0.08955;0.045123022847100173;0.031233103638685332,10.0
7462,920,920;920;920,3,4.710457018772351;3.520313525080161;3.0455297655579443,0.005622971398878279;0.0043858663481079205;0.0039000224057517616,0.0067201539313351604;0.00547334445557952;0.004984896051594088,0.017392977199375905;0.0;0.0,0.0885;0.04176038797880161;0.02702578901561999,10.0
